Subject,Accuracy,Time of Day,Treatment Condition
58,1,Night,Treatment
58,0,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Control
58,1,Night,Treatment
58,1,Night,Treatment
58,1,Night,Control
58,1,Night,Control
58,1,Night,Control
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Control
59,0,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,0,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,0,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,0,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Control
59,1,Morning,Control
59,0,Morning,Control
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Control
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Treatment
59,1,Morning,Control
59,0,Morning,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,0,Night,Control
59,1,Night,Treatment
59,0,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,0,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,0,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,0,Night,Treatment
59,1,Night,Treatment
59,1,Night,Control
59,0,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Control
59,0,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Control
59,1,Night,Treatment
59,1,Night,Treatment
59,1,Night,Treatment
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,0,Morning,Treatment
60,0,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,0,Morning,Control
60,1,Morning,Control
60,0,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,0,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,0,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,0,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,0,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,0,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Treatment
60,1,Morning,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,0,Night,Treatment
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Control
60,0,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,0,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Treatment
60,0,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,0,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Treatment
60,0,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
60,1,Night,Treatment
60,1,Night,Control
60,1,Night,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,0,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,0,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Control
61,0,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Control
61,0,Morning,Control
61,0,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Morning,Control
61,1,Morning,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Control
61,1,Night,Control
61,1,Night,Control
61,0,Night,Treatment
61,0,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,0,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Treatment
61,1,Night,Treatment
61,1,Night,Control
61,1,Night,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,0,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,0,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Control
62,0,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Morning,Control
62,0,Morning,Treatment
62,1,Morning,Treatment
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Control
62,1,Morning,Treatment
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,1,Night,Control
62,0,Night,Control
62,0,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,0,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,1,Night,Control
62,1,Night,Control
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,0,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Treatment
62,1,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,0,Night,Treatment
62,1,Night,Control
62,1,Night,Control
62,1,Night,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,0,Morning,Control
63,0,Morning,Control
63,0,Morning,Treatment
63,1,Morning,Treatment
63,0,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,0,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,0,Morning,Treatment
63,0,Morning,Control
63,0,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,0,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Treatment
63,1,Morning,Control
63,1,Morning,Control
63,1,Morning,Treatment
63,0,Night,Control
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,1,Night,Control
63,0,Night,Control
63,1,Night,Treatment
63,0,Night,Treatment
63,1,Night,Control
63,0,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,0,Night,Treatment
63,1,Night,Treatment
63,1,Night,Treatment
63,0,Night,Treatment
63,1,Night,Treatment
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,0,Night,Control
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Treatment
63,1,Night,Control
63,0,Night,Control
63,1,Night,Treatment
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,1,Night,Control
63,1,Night,Control
63,0,Night,Control
63,1,Night,Treatment
63,1,Night,Treatment
63,1,Night,Treatment
63,0,Night,Treatment
63,0,Night,Treatment
63,0,Night,Treatment
63,1,Night,Control
63,1,Night,Treatment
63,0,Night,Control
63,1,Night,Treatment
63,0,Night,Treatment
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Treatment
63,1,Night,Treatment
63,0,Night,Control
63,0,Night,Treatment
63,1,Night,Treatment
63,1,Night,Treatment
63,1,Night,Control
63,1,Night,Control
63,0,Night,Control
63,1,Night,Control
63,0,Night,Control
63,1,Night,Treatment
64,0,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,0,Morning,Control
64,0,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Control
64,0,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Treatment
64,1,Morning,Control
64,1,Morning,Control
64,0,Morning,Control
64,1,Morning,Control
64,1,Morning,Treatment
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,0,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,0,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,0,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,0,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Control
64,0,Night,Control
64,1,Night,Treatment
64,1,Night,Control
64,1,Night,Treatment
64,1,Night,Control
65,0,Morning,Control
65,1,Morning,Control
65,1,Morning,Control
65,1,Morning,Control
65,1,Morning,Treatment
65,1,Morning,Treatment
65,1,Morning,Treatment
65,1,Morning,Control
65,1,Morning,Treatment
65,1,Morning,Treatment
65,1,Morning,Treatment
65,1,Morning,Control
65,1,Morning,Treatment
65,1,Morning,Treatment
